Year,Sex,States,Count,topicdesc,measuredesc,response,data_value,age_group
2018,Male,South Dakota,0,Cigarette Use (Adults),Smoking Status,Never,50.2,25 to 44
2018,Male,South Dakota,0,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,38.0,25 to 44
2018,Male,South Dakota,0,E-Cigarette Use (Adults),Frequency of Use,Every Day,42.7,25 to 44
2018,Male,South Dakota,0,Cigarette Use (Adults),Smoking Status,Current,21.5,25 to 44
2018,Male,South Dakota,0,E-Cigarette Use (Adults),User Status,Current,5.6,25 to 44
2018,Male,South Dakota,0,Cigarette Use (Adults),Smoking Frequency,Some Days,30.3,25 to 44
2018,Male,South Dakota,0,E-Cigarette Use (Adults),User Status,Former,21.6,25 to 44
2018,Male,South Dakota,0,Cigarette Use (Adults),Smoking Status,Former,28.3,25 to 44
2018,Female,South Dakota,56,Cigarette Use (Adults),Smoking Frequency,Some Days,23.4,25 to 44
2018,Female,South Dakota,256,Cigarette Use (Adults),Smoking Frequency,Some Days,23.4,45 to 64
2018,Female,South Dakota,341,Cigarette Use (Adults),Smoking Frequency,Some Days,23.4,65+
2018,Female,South Dakota,56,Cigarette Use (Adults),Smoking Status,Never,61.6,25 to 44
2018,Female,South Dakota,256,Cigarette Use (Adults),Smoking Status,Never,61.6,45 to 64
2018,Female,South Dakota,341,Cigarette Use (Adults),Smoking Status,Never,61.6,65+
2018,Female,South Dakota,56,Cigarette Use (Adults),Smoking Status,Former,22.1,25 to 44
2018,Female,South Dakota,256,Cigarette Use (Adults),Smoking Status,Former,22.1,45 to 64
2018,Female,South Dakota,341,Cigarette Use (Adults),Smoking Status,Former,22.1,65+
2018,Female,South Dakota,56,E-Cigarette Use (Adults),User Status,Current,3.7,25 to 44
2018,Female,South Dakota,256,E-Cigarette Use (Adults),User Status,Current,3.7,45 to 64
2018,Female,South Dakota,341,E-Cigarette Use (Adults),User Status,Current,3.7,65+
2018,Female,South Dakota,56,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,43.7,25 to 44
2018,Female,South Dakota,256,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,43.7,45 to 64
2018,Female,South Dakota,341,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,43.7,65+
2018,Female,South Dakota,56,Cigarette Use (Adults),Smoking Frequency,Every Day,76.6,25 to 44
2018,Female,South Dakota,256,Cigarette Use (Adults),Smoking Frequency,Every Day,76.6,45 to 64
2018,Female,South Dakota,341,Cigarette Use (Adults),Smoking Frequency,Every Day,76.6,65+
2018,Female,South Dakota,56,E-Cigarette Use (Adults),User Status,Former,16.8,25 to 44
2018,Female,South Dakota,256,E-Cigarette Use (Adults),User Status,Former,16.8,45 to 64
2018,Female,South Dakota,341,E-Cigarette Use (Adults),User Status,Former,16.8,65+
2018,Female,South Dakota,56,E-Cigarette Use (Adults),Frequency of Use,Some Days,80.5,25 to 44
2018,Female,South Dakota,256,E-Cigarette Use (Adults),Frequency of Use,Some Days,80.5,45 to 64
2018,Female,South Dakota,341,E-Cigarette Use (Adults),Frequency of Use,Some Days,80.5,65+
2018,Female,South Dakota,56,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,56.3,25 to 44
2018,Female,South Dakota,256,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,56.3,45 to 64
2018,Female,South Dakota,341,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,56.3,65+
2018,Female,South Dakota,56,E-Cigarette Use (Adults),Frequency of Use,Every Day,19.5,25 to 44
2018,Female,South Dakota,256,E-Cigarette Use (Adults),Frequency of Use,Every Day,19.5,45 to 64
2018,Female,South Dakota,341,E-Cigarette Use (Adults),Frequency of Use,Every Day,19.5,65+
2018,Female,South Dakota,56,E-Cigarette Use (Adults),User Status,Never,79.4,25 to 44
2018,Female,South Dakota,256,E-Cigarette Use (Adults),User Status,Never,79.4,45 to 64
2018,Female,South Dakota,341,E-Cigarette Use (Adults),User Status,Never,79.4,65+
2018,Female,South Dakota,56,Cigarette Use (Adults),Smoking Status,Current,16.3,25 to 44
2018,Female,South Dakota,256,Cigarette Use (Adults),Smoking Status,Current,16.3,45 to 64
2018,Female,South Dakota,341,Cigarette Use (Adults),Smoking Status,Current,16.3,65+
2018,Female,South Dakota,56,Smokeless Tobacco Use (Adults),User Status,Current,1.2,25 to 44
2018,Female,South Dakota,256,Smokeless Tobacco Use (Adults),User Status,Current,1.2,45 to 64
2018,Female,South Dakota,341,Smokeless Tobacco Use (Adults),User Status,Current,1.2,65+
2018,Female,South Dakota,56,Smokeless Tobacco Use (Adults),User Status,Not Current,98.8,25 to 44
2018,Female,South Dakota,256,Smokeless Tobacco Use (Adults),User Status,Not Current,98.8,45 to 64
2018,Female,South Dakota,341,Smokeless Tobacco Use (Adults),User Status,Not Current,98.8,65+
2017,Female,South Dakota,55,E-Cigarette Use (Adults),Frequency of Use,Every Day,46.4,25 to 44
2017,Female,South Dakota,255,E-Cigarette Use (Adults),Frequency of Use,Every Day,46.4,45 to 64
2017,Female,South Dakota,340,E-Cigarette Use (Adults),Frequency of Use,Every Day,46.4,65+
2017,Female,South Dakota,55,Smokeless Tobacco Use (Adults),User Status,Current,0.8,25 to 44
2017,Female,South Dakota,255,Smokeless Tobacco Use (Adults),User Status,Current,0.8,45 to 64
2017,Female,South Dakota,340,Smokeless Tobacco Use (Adults),User Status,Current,0.8,65+
2017,Female,South Dakota,55,Cigarette Use (Adults),Smoking Status,Current,16.5,25 to 44
2017,Female,South Dakota,255,Cigarette Use (Adults),Smoking Status,Current,16.5,45 to 64
2017,Female,South Dakota,340,Cigarette Use (Adults),Smoking Status,Current,16.5,65+
2017,Female,South Dakota,55,E-Cigarette Use (Adults),User Status,Former,13.7,25 to 44
2017,Female,South Dakota,255,E-Cigarette Use (Adults),User Status,Former,13.7,45 to 64
2017,Female,South Dakota,340,E-Cigarette Use (Adults),User Status,Former,13.7,65+
2017,Female,South Dakota,55,Cigarette Use (Adults),Smoking Status,Never,60.8,25 to 44
2017,Female,South Dakota,255,Cigarette Use (Adults),Smoking Status,Never,60.8,45 to 64
2017,Female,South Dakota,340,Cigarette Use (Adults),Smoking Status,Never,60.8,65+
2017,Female,South Dakota,55,Cigarette Use (Adults),Smoking Status,Former,22.7,25 to 44
2017,Female,South Dakota,255,Cigarette Use (Adults),Smoking Status,Former,22.7,45 to 64
2017,Female,South Dakota,340,Cigarette Use (Adults),Smoking Status,Former,22.7,65+
2017,Female,South Dakota,55,E-Cigarette Use (Adults),User Status,Never,83.4,25 to 44
2017,Female,South Dakota,255,E-Cigarette Use (Adults),User Status,Never,83.4,45 to 64
2017,Female,South Dakota,340,E-Cigarette Use (Adults),User Status,Never,83.4,65+
2017,Female,South Dakota,55,Cigarette Use (Adults),Smoking Frequency,Some Days,33.8,25 to 44
2017,Female,South Dakota,255,Cigarette Use (Adults),Smoking Frequency,Some Days,33.8,45 to 64
2017,Female,South Dakota,340,Cigarette Use (Adults),Smoking Frequency,Some Days,33.8,65+
2017,Female,South Dakota,55,E-Cigarette Use (Adults),Frequency of Use,Some Days,53.6,25 to 44
2017,Female,South Dakota,255,E-Cigarette Use (Adults),Frequency of Use,Some Days,53.6,45 to 64
2017,Female,South Dakota,340,E-Cigarette Use (Adults),Frequency of Use,Some Days,53.6,65+
2017,Female,South Dakota,55,Smokeless Tobacco Use (Adults),User Status,Not Current,99.2,25 to 44
2017,Female,South Dakota,255,Smokeless Tobacco Use (Adults),User Status,Not Current,99.2,45 to 64
2017,Female,South Dakota,340,Smokeless Tobacco Use (Adults),User Status,Not Current,99.2,65+
2017,Female,South Dakota,55,E-Cigarette Use (Adults),User Status,Current,2.9,25 to 44
2017,Female,South Dakota,255,E-Cigarette Use (Adults),User Status,Current,2.9,45 to 64
2017,Female,South Dakota,340,E-Cigarette Use (Adults),User Status,Current,2.9,65+
2017,Female,South Dakota,55,Cigarette Use (Adults),Smoking Frequency,Every Day,66.2,25 to 44
2017,Female,South Dakota,255,Cigarette Use (Adults),Smoking Frequency,Every Day,66.2,45 to 64
2017,Female,South Dakota,340,Cigarette Use (Adults),Smoking Frequency,Every Day,66.2,65+
2017,Male,South Dakota,0,E-Cigarette Use (Adults),Frequency of Use,Every Day,25.0,25 to 44
2017,Male,South Dakota,0,E-Cigarette Use (Adults),Frequency of Use,Every Day,25.0,45 to 64
2017,Male,South Dakota,0,Smokeless Tobacco Use (Adults),User Status,Not Current,88.5,25 to 44
2017,Male,South Dakota,0,Smokeless Tobacco Use (Adults),User Status,Not Current,88.5,45 to 64
2017,Male,South Dakota,0,Smokeless Tobacco Use (Adults),User Status,Current,11.5,25 to 44
2017,Male,South Dakota,0,Smokeless Tobacco Use (Adults),User Status,Current,11.5,45 to 64
2017,Male,South Dakota,0,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,39.7,25 to 44
2017,Male,South Dakota,0,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,39.7,45 to 64
2017,Male,South Dakota,0,E-Cigarette Use (Adults),User Status,Current,5.0,25 to 44
2017,Male,South Dakota,0,E-Cigarette Use (Adults),User Status,Current,5.0,45 to 64
2017,Male,South Dakota,0,E-Cigarette Use (Adults),User Status,Never,76.2,25 to 44
2017,Male,South Dakota,0,E-Cigarette Use (Adults),User Status,Never,76.2,45 to 64
2017,Male,South Dakota,0,Cigarette Use (Adults),Smoking Status,Former,28.7,25 to 44
2017,Male,South Dakota,0,Cigarette Use (Adults),Smoking Status,Former,28.7,45 to 64
2017,Male,South Dakota,0,E-Cigarette Use (Adults),Frequency of Use,Some Days,75.0,25 to 44
2017,Male,South Dakota,0,E-Cigarette Use (Adults),Frequency of Use,Some Days,75.0,45 to 64
2017,Male,South Dakota,0,Cigarette Use (Adults),Smoking Frequency,Every Day,74.3,25 to 44
2017,Male,South Dakota,0,Cigarette Use (Adults),Smoking Frequency,Every Day,74.3,45 to 64
2017,Male,South Dakota,0,Cigarette Use (Adults),Smoking Status,Never,49.2,25 to 44
2017,Male,South Dakota,0,Cigarette Use (Adults),Smoking Status,Never,49.2,45 to 64
2017,Male,South Dakota,0,E-Cigarette Use (Adults),User Status,Former,18.9,25 to 44
2017,Male,South Dakota,0,E-Cigarette Use (Adults),User Status,Former,18.9,45 to 64
2017,Male,South Dakota,0,Cigarette Use (Adults),Smoking Status,Current,22.1,25 to 44
2017,Male,South Dakota,0,Cigarette Use (Adults),Smoking Status,Current,22.1,45 to 64
2017,Male,South Dakota,0,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,60.3,25 to 44
2017,Male,South Dakota,0,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,60.3,45 to 64
2017,Male,South Dakota,0,Cigarette Use (Adults),Smoking Frequency,Some Days,25.7,25 to 44
2017,Male,South Dakota,0,Cigarette Use (Adults),Smoking Frequency,Some Days,25.7,45 to 64
2016,Male,South Dakota,0,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,35.2,25 to 44
2016,Male,South Dakota,0,E-Cigarette Use (Adults),User Status,Current,3.3,25 to 44
2016,Male,South Dakota,0,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,64.8,25 to 44
2016,Male,South Dakota,0,E-Cigarette Use (Adults),Frequency of Use,Every Day,18.9,25 to 44
2016,Male,South Dakota,0,Cigarette Use (Adults),Smoking Frequency,Some Days,32.8,25 to 44
2016,Male,South Dakota,0,Cigarette Use (Adults),Smoking Status,Former,29.7,25 to 44
2016,Male,South Dakota,0,Smokeless Tobacco Use (Adults),User Status,Not Current,89.1,25 to 44
2016,Male,South Dakota,0,E-Cigarette Use (Adults),Frequency of Use,Some Days,81.1,25 to 44
2016,Male,South Dakota,0,Cigarette Use (Adults),Smoking Status,Never,49.2,25 to 44
2016,Male,South Dakota,0,E-Cigarette Use (Adults),User Status,Former,20.5,25 to 44
2016,Male,South Dakota,0,E-Cigarette Use (Adults),User Status,Never,76.2,25 to 44
2016,Male,South Dakota,0,Smokeless Tobacco Use (Adults),User Status,Current,10.9,25 to 44
2016,Male,South Dakota,0,Cigarette Use (Adults),Smoking Frequency,Every Day,67.2,25 to 44
2016,Male,South Dakota,0,Cigarette Use (Adults),Smoking Status,Current,21.1,25 to 44
2016,Female,South Dakota,47,E-Cigarette Use (Adults),User Status,Former,14.2,25 to 44
2016,Female,South Dakota,228,E-Cigarette Use (Adults),User Status,Former,14.2,45 to 64
2016,Female,South Dakota,311,E-Cigarette Use (Adults),User Status,Former,14.2,65+
2016,Female,South Dakota,47,Cigarette Use (Adults),Smoking Status,Former,22.9,25 to 44
2016,Female,South Dakota,228,Cigarette Use (Adults),Smoking Status,Former,22.9,45 to 64
2016,Female,South Dakota,311,Cigarette Use (Adults),Smoking Status,Former,22.9,65+
2016,Female,South Dakota,47,E-Cigarette Use (Adults),User Status,Current,2.5,25 to 44
2016,Female,South Dakota,228,E-Cigarette Use (Adults),User Status,Current,2.5,45 to 64
2016,Female,South Dakota,311,E-Cigarette Use (Adults),User Status,Current,2.5,65+
2016,Female,South Dakota,47,Cigarette Use (Adults),Smoking Frequency,Every Day,72.1,25 to 44
2016,Female,South Dakota,228,Cigarette Use (Adults),Smoking Frequency,Every Day,72.1,45 to 64
2016,Female,South Dakota,311,Cigarette Use (Adults),Smoking Frequency,Every Day,72.1,65+
2016,Female,South Dakota,47,E-Cigarette Use (Adults),Frequency of Use,Every Day,23.7,25 to 44
2016,Female,South Dakota,228,E-Cigarette Use (Adults),Frequency of Use,Every Day,23.7,45 to 64
2016,Female,South Dakota,311,E-Cigarette Use (Adults),Frequency of Use,Every Day,23.7,65+
2016,Female,South Dakota,47,E-Cigarette Use (Adults),Frequency of Use,Some Days,76.3,25 to 44
2016,Female,South Dakota,228,E-Cigarette Use (Adults),Frequency of Use,Some Days,76.3,45 to 64
2016,Female,South Dakota,311,E-Cigarette Use (Adults),Frequency of Use,Some Days,76.3,65+
2016,Female,South Dakota,47,E-Cigarette Use (Adults),User Status,Never,83.3,25 to 44
2016,Female,South Dakota,228,E-Cigarette Use (Adults),User Status,Never,83.3,45 to 64
2016,Female,South Dakota,311,E-Cigarette Use (Adults),User Status,Never,83.3,65+
2016,Female,South Dakota,47,Cigarette Use (Adults),Smoking Status,Current,15.1,25 to 44
2016,Female,South Dakota,228,Cigarette Use (Adults),Smoking Status,Current,15.1,45 to 64
2016,Female,South Dakota,311,Cigarette Use (Adults),Smoking Status,Current,15.1,65+
2016,Female,South Dakota,47,Cigarette Use (Adults),Smoking Frequency,Some Days,27.9,25 to 44
2016,Female,South Dakota,228,Cigarette Use (Adults),Smoking Frequency,Some Days,27.9,45 to 64
2016,Female,South Dakota,311,Cigarette Use (Adults),Smoking Frequency,Some Days,27.9,65+
2016,Female,South Dakota,47,Cigarette Use (Adults),Smoking Status,Never,62.0,25 to 44
2016,Female,South Dakota,228,Cigarette Use (Adults),Smoking Status,Never,62.0,45 to 64
2016,Female,South Dakota,311,Cigarette Use (Adults),Smoking Status,Never,62.0,65+
2016,Female,South Dakota,47,Smokeless Tobacco Use (Adults),User Status,Not Current,99.1,25 to 44
2016,Female,South Dakota,228,Smokeless Tobacco Use (Adults),User Status,Not Current,99.1,45 to 64
2016,Female,South Dakota,311,Smokeless Tobacco Use (Adults),User Status,Not Current,99.1,65+
2016,Female,South Dakota,47,Smokeless Tobacco Use (Adults),User Status,Current,0.9,25 to 44
2016,Female,South Dakota,228,Smokeless Tobacco Use (Adults),User Status,Current,0.9,45 to 64
2016,Female,South Dakota,311,Smokeless Tobacco Use (Adults),User Status,Current,0.9,65+
2015,Female,South Dakota,64,Cigarette Use (Adults),Smoking Status,Never,57.9,25 to 44
2015,Female,South Dakota,280,Cigarette Use (Adults),Smoking Status,Never,57.9,45 to 64
2015,Female,South Dakota,315,Cigarette Use (Adults),Smoking Status,Never,57.9,65+
2015,Female,South Dakota,64,Cigarette Use (Adults),Smoking Frequency,Every Day,66.8,25 to 44
2015,Female,South Dakota,280,Cigarette Use (Adults),Smoking Frequency,Every Day,66.8,45 to 64
2015,Female,South Dakota,315,Cigarette Use (Adults),Smoking Frequency,Every Day,66.8,65+
2015,Female,South Dakota,64,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,46.8,25 to 44
2015,Female,South Dakota,280,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,46.8,45 to 64
2015,Female,South Dakota,315,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,46.8,65+
2015,Female,South Dakota,64,Cigarette Use (Adults),Smoking Status,Former,21.5,25 to 44
2015,Female,South Dakota,280,Cigarette Use (Adults),Smoking Status,Former,21.5,45 to 64
2015,Female,South Dakota,315,Cigarette Use (Adults),Smoking Status,Former,21.5,65+
2015,Female,South Dakota,64,Smokeless Tobacco Use (Adults),User Status,Current,1.4,25 to 44
2015,Female,South Dakota,280,Smokeless Tobacco Use (Adults),User Status,Current,1.4,45 to 64
2015,Female,South Dakota,315,Smokeless Tobacco Use (Adults),User Status,Current,1.4,65+
2015,Female,South Dakota,64,Cigarette Use (Adults),Smoking Status,Current,20.6,25 to 44
2015,Female,South Dakota,280,Cigarette Use (Adults),Smoking Status,Current,20.6,45 to 64
2015,Female,South Dakota,315,Cigarette Use (Adults),Smoking Status,Current,20.6,65+
2015,Female,South Dakota,64,Smokeless Tobacco Use (Adults),User Status,Not Current,98.6,25 to 44
2015,Female,South Dakota,280,Smokeless Tobacco Use (Adults),User Status,Not Current,98.6,45 to 64
2015,Female,South Dakota,315,Smokeless Tobacco Use (Adults),User Status,Not Current,98.6,65+
2015,Female,South Dakota,64,Cigarette Use (Adults),Smoking Frequency,Some Days,33.2,25 to 44
2015,Female,South Dakota,280,Cigarette Use (Adults),Smoking Frequency,Some Days,33.2,45 to 64
2015,Female,South Dakota,315,Cigarette Use (Adults),Smoking Frequency,Some Days,33.2,65+
2015,Female,South Dakota,64,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,53.2,25 to 44
2015,Female,South Dakota,280,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,53.2,45 to 64
2015,Female,South Dakota,315,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,53.2,65+
2014,Male,South Dakota,0,Cigarette Use (Adults),Smoking Status,Current,18.7,25 to 44
2014,Male,South Dakota,0,Cigarette Use (Adults),Smoking Status,Current,18.7,45 to 64
2014,Male,South Dakota,0,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,37.5,25 to 44
2014,Male,South Dakota,0,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,37.5,45 to 64
2014,Male,South Dakota,0,Smokeless Tobacco Use (Adults),User Status,Current,10.1,25 to 44
2014,Male,South Dakota,0,Smokeless Tobacco Use (Adults),User Status,Current,10.1,45 to 64
2014,Male,South Dakota,0,Cigarette Use (Adults),Smoking Status,Former,31.7,25 to 44
2014,Male,South Dakota,0,Cigarette Use (Adults),Smoking Status,Former,31.7,45 to 64
2014,Male,South Dakota,0,Cigarette Use (Adults),Smoking Frequency,Every Day,69.2,25 to 44
2014,Male,South Dakota,0,Cigarette Use (Adults),Smoking Frequency,Every Day,69.2,45 to 64
2014,Male,South Dakota,0,Cigarette Use (Adults),Smoking Status,Never,49.6,25 to 44
2014,Male,South Dakota,0,Cigarette Use (Adults),Smoking Status,Never,49.6,45 to 64
2014,Male,South Dakota,0,Cigarette Use (Adults),Smoking Frequency,Some Days,30.8,25 to 44
2014,Male,South Dakota,0,Cigarette Use (Adults),Smoking Frequency,Some Days,30.8,45 to 64
2014,Male,South Dakota,0,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,62.5,25 to 44
2014,Male,South Dakota,0,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,62.5,45 to 64
2014,Male,South Dakota,0,Smokeless Tobacco Use (Adults),User Status,Not Current,89.9,25 to 44
2014,Male,South Dakota,0,Smokeless Tobacco Use (Adults),User Status,Not Current,89.9,45 to 64
2014,Female,South Dakota,52,Cigarette Use (Adults),Smoking Status,Former,21.2,25 to 44
2014,Female,South Dakota,277,Cigarette Use (Adults),Smoking Status,Former,21.2,45 to 64
2014,Female,South Dakota,291,Cigarette Use (Adults),Smoking Status,Former,21.2,65+
2014,Female,South Dakota,52,Cigarette Use (Adults),Smoking Status,Current,18.4,25 to 44
2014,Female,South Dakota,277,Cigarette Use (Adults),Smoking Status,Current,18.4,45 to 64
2014,Female,South Dakota,291,Cigarette Use (Adults),Smoking Status,Current,18.4,65+
2014,Female,South Dakota,52,Cigarette Use (Adults),Smoking Frequency,Some Days,30.3,25 to 44
2014,Female,South Dakota,277,Cigarette Use (Adults),Smoking Frequency,Some Days,30.3,45 to 64
2014,Female,South Dakota,291,Cigarette Use (Adults),Smoking Frequency,Some Days,30.3,65+
2014,Female,South Dakota,52,Cigarette Use (Adults),Smoking Frequency,Every Day,69.7,25 to 44
2014,Female,South Dakota,277,Cigarette Use (Adults),Smoking Frequency,Every Day,69.7,45 to 64
2014,Female,South Dakota,291,Cigarette Use (Adults),Smoking Frequency,Every Day,69.7,65+
2014,Female,South Dakota,52,Smokeless Tobacco Use (Adults),User Status,Current,0.7,25 to 44
2014,Female,South Dakota,277,Smokeless Tobacco Use (Adults),User Status,Current,0.7,45 to 64
2014,Female,South Dakota,291,Smokeless Tobacco Use (Adults),User Status,Current,0.7,65+
2014,Female,South Dakota,52,Cigarette Use (Adults),Smoking Status,Never,60.4,25 to 44
2014,Female,South Dakota,277,Cigarette Use (Adults),Smoking Status,Never,60.4,45 to 64
2014,Female,South Dakota,291,Cigarette Use (Adults),Smoking Status,Never,60.4,65+
2014,Female,South Dakota,52,Smokeless Tobacco Use (Adults),User Status,Not Current,99.3,25 to 44
2014,Female,South Dakota,277,Smokeless Tobacco Use (Adults),User Status,Not Current,99.3,45 to 64
2014,Female,South Dakota,291,Smokeless Tobacco Use (Adults),User Status,Not Current,99.3,65+
2018,Male,Tennessee,20,Cigarette Use (Adults),Smoking Status,Never,48.8,45 to 64
2018,Male,Tennessee,24,Cigarette Use (Adults),Smoking Status,Never,48.8,65+
2018,Male,Tennessee,20,Cigarette Use (Adults),Smoking Status,Current,21.5,45 to 64
2018,Male,Tennessee,24,Cigarette Use (Adults),Smoking Status,Current,21.5,65+
2018,Male,Tennessee,20,Smokeless Tobacco Use (Adults),User Status,Current,10.1,45 to 64
2018,Male,Tennessee,24,Smokeless Tobacco Use (Adults),User Status,Current,10.1,65+
2018,Male,Tennessee,20,E-Cigarette Use (Adults),Frequency of Use,Every Day,42.5,45 to 64
2018,Male,Tennessee,24,E-Cigarette Use (Adults),Frequency of Use,Every Day,42.5,65+
2018,Male,Tennessee,20,Cigarette Use (Adults),Smoking Frequency,Some Days,27.0,45 to 64
2018,Male,Tennessee,24,Cigarette Use (Adults),Smoking Frequency,Some Days,27.0,65+
2018,Male,Tennessee,20,E-Cigarette Use (Adults),User Status,Former,24.5,45 to 64
2018,Male,Tennessee,24,E-Cigarette Use (Adults),User Status,Former,24.5,65+
2018,Male,Tennessee,20,Smokeless Tobacco Use (Adults),User Status,Not Current,89.9,45 to 64
2018,Male,Tennessee,24,Smokeless Tobacco Use (Adults),User Status,Not Current,89.9,65+
2018,Male,Tennessee,20,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,29.6,45 to 64
2018,Male,Tennessee,24,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,29.6,65+
2018,Male,Tennessee,20,Cigarette Use (Adults),Smoking Frequency,Every Day,73.0,45 to 64
2018,Male,Tennessee,24,Cigarette Use (Adults),Smoking Frequency,Every Day,73.0,65+
2018,Male,Tennessee,20,E-Cigarette Use (Adults),Frequency of Use,Some Days,57.5,45 to 64
2018,Male,Tennessee,24,E-Cigarette Use (Adults),Frequency of Use,Some Days,57.5,65+
2018,Male,Tennessee,20,E-Cigarette Use (Adults),User Status,Never,68.3,45 to 64
2018,Male,Tennessee,24,E-Cigarette Use (Adults),User Status,Never,68.3,65+
2018,Male,Tennessee,20,Cigarette Use (Adults),Smoking Status,Former,29.7,45 to 64
2018,Male,Tennessee,24,Cigarette Use (Adults),Smoking Status,Former,29.7,65+
2018,Male,Tennessee,20,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,70.4,45 to 64
2018,Male,Tennessee,24,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,70.4,65+
2018,Male,Tennessee,20,E-Cigarette Use (Adults),User Status,Current,7.1,45 to 64
2018,Male,Tennessee,24,E-Cigarette Use (Adults),User Status,Current,7.1,65+
2018,Female,Tennessee,509,Cigarette Use (Adults),Smoking Frequency,Every Day,78.5,25 to 44
2018,Female,Tennessee,2233,Cigarette Use (Adults),Smoking Frequency,Every Day,78.5,45 to 64
2018,Female,Tennessee,2568,Cigarette Use (Adults),Smoking Frequency,Every Day,78.5,65+
2018,Female,Tennessee,509,Cigarette Use (Adults),Smoking Frequency,Some Days,21.5,25 to 44
2018,Female,Tennessee,2233,Cigarette Use (Adults),Smoking Frequency,Some Days,21.5,45 to 64
2018,Female,Tennessee,2568,Cigarette Use (Adults),Smoking Frequency,Some Days,21.5,65+
2018,Female,Tennessee,509,E-Cigarette Use (Adults),User Status,Current,4.2,25 to 44
2018,Female,Tennessee,2233,E-Cigarette Use (Adults),User Status,Current,4.2,45 to 64
2018,Female,Tennessee,2568,E-Cigarette Use (Adults),User Status,Current,4.2,65+
2018,Female,Tennessee,509,E-Cigarette Use (Adults),User Status,Former,21.4,25 to 44
2018,Female,Tennessee,2233,E-Cigarette Use (Adults),User Status,Former,21.4,45 to 64
2018,Female,Tennessee,2568,E-Cigarette Use (Adults),User Status,Former,21.4,65+
2018,Female,Tennessee,509,Smokeless Tobacco Use (Adults),User Status,Not Current,98.1,25 to 44
2018,Female,Tennessee,2233,Smokeless Tobacco Use (Adults),User Status,Not Current,98.1,45 to 64
2018,Female,Tennessee,2568,Smokeless Tobacco Use (Adults),User Status,Not Current,98.1,65+
2018,Female,Tennessee,509,E-Cigarette Use (Adults),Frequency of Use,Some Days,75.9,25 to 44
2018,Female,Tennessee,2233,E-Cigarette Use (Adults),Frequency of Use,Some Days,75.9,45 to 64
2018,Female,Tennessee,2568,E-Cigarette Use (Adults),Frequency of Use,Some Days,75.9,65+
2018,Female,Tennessee,509,Cigarette Use (Adults),Smoking Status,Current,19.8,25 to 44
2018,Female,Tennessee,2233,Cigarette Use (Adults),Smoking Status,Current,19.8,45 to 64
2018,Female,Tennessee,2568,Cigarette Use (Adults),Smoking Status,Current,19.8,65+
2018,Female,Tennessee,509,E-Cigarette Use (Adults),Frequency of Use,Every Day,24.1,25 to 44
2018,Female,Tennessee,2233,E-Cigarette Use (Adults),Frequency of Use,Every Day,24.1,45 to 64
2018,Female,Tennessee,2568,E-Cigarette Use (Adults),Frequency of Use,Every Day,24.1,65+
2018,Female,Tennessee,509,Smokeless Tobacco Use (Adults),User Status,Current,1.9,25 to 44
2018,Female,Tennessee,2233,Smokeless Tobacco Use (Adults),User Status,Current,1.9,45 to 64
2018,Female,Tennessee,2568,Smokeless Tobacco Use (Adults),User Status,Current,1.9,65+
2018,Female,Tennessee,509,Cigarette Use (Adults),Smoking Status,Former,20.2,25 to 44
2018,Female,Tennessee,2233,Cigarette Use (Adults),Smoking Status,Former,20.2,45 to 64
2018,Female,Tennessee,2568,Cigarette Use (Adults),Smoking Status,Former,20.2,65+
2018,Female,Tennessee,509,Cigarette Use (Adults),Smoking Status,Never,59.9,25 to 44
2018,Female,Tennessee,2233,Cigarette Use (Adults),Smoking Status,Never,59.9,45 to 64
2018,Female,Tennessee,2568,Cigarette Use (Adults),Smoking Status,Never,59.9,65+
2018,Female,Tennessee,509,E-Cigarette Use (Adults),User Status,Never,74.3,25 to 44
2018,Female,Tennessee,2233,E-Cigarette Use (Adults),User Status,Never,74.3,45 to 64
