Leading Cancer Sites,Leading Cancer Sites Code,States,States Code,Year,Year Code,Sex,Sex Code,Count,age_group
Breast,26000,North Carolina,37,2015,2015,Female,F,3921,65+
Breast,26000,North Carolina,37,2015,2015,Male,M,44,65+
Breast,26000,North Carolina,37,2016,2016,Female,F,4110,65+
Breast,26000,North Carolina,37,2016,2016,Male,M,38,65+
Breast,26000,North Carolina,37,2017,2017,Female,F,4230,65+
Breast,26000,North Carolina,37,2017,2017,Male,M,36,65+
Breast,26000,North Carolina,37,2018,2018,Female,F,4423,65+
Breast,26000,North Carolina,37,2018,2018,Male,M,44,65+
Breast,26000,North Dakota,38,2014,2014,Female,F,213,65+
Breast,26000,North Dakota,38,2014,2014,Male,M,0,65+
Breast,26000,North Dakota,38,2015,2015,Female,F,284,65+
Breast,26000,North Dakota,38,2015,2015,Male,M,0,65+
Breast,26000,North Dakota,38,2016,2016,Female,F,269,65+
Breast,26000,North Dakota,38,2016,2016,Male,M,0,65+
Breast,26000,North Dakota,38,2017,2017,Female,F,272,65+
Breast,26000,North Dakota,38,2017,2017,Male,M,0,65+
Breast,26000,North Dakota,38,2018,2018,Female,F,273,65+
Breast,26000,North Dakota,38,2018,2018,Male,M,0,65+
Breast,26000,Ohio,39,2014,2014,Female,F,4434,65+
Breast,26000,Ohio,39,2014,2014,Male,M,50,65+
Breast,26000,Ohio,39,2015,2015,Female,F,4618,65+
Breast,26000,Ohio,39,2015,2015,Male,M,45,65+
Breast,26000,Ohio,39,2016,2016,Female,F,4753,65+
Breast,26000,Ohio,39,2016,2016,Male,M,39,65+
Breast,26000,Ohio,39,2017,2017,Female,F,4875,65+
Breast,26000,Ohio,39,2017,2017,Male,M,49,65+
Breast,26000,Ohio,39,2018,2018,Female,F,4953,65+
Breast,26000,Ohio,39,2018,2018,Male,M,46,65+
Breast,26000,Oklahoma,40,2014,2014,Female,F,1299,65+
Breast,26000,Oklahoma,40,2014,2014,Male,M,0,65+
Breast,26000,Oklahoma,40,2015,2015,Female,F,1390,65+
Breast,26000,Oklahoma,40,2015,2015,Male,M,0,65+
Breast,26000,Oklahoma,40,2016,2016,Female,F,1391,65+
Breast,26000,Oklahoma,40,2016,2016,Male,M,16,65+
Breast,26000,Oklahoma,40,2017,2017,Female,F,1475,65+
Breast,26000,Oklahoma,40,2017,2017,Male,M,16,65+
Breast,26000,Oklahoma,40,2018,2018,Female,F,1449,65+
Breast,26000,Oklahoma,40,2018,2018,Male,M,0,65+
Breast,26000,Oregon,41,2014,2014,Female,F,1469,65+
Breast,26000,Oregon,41,2014,2014,Male,M,0,65+
Breast,26000,Oregon,41,2015,2015,Female,F,1629,65+
Breast,26000,Oregon,41,2015,2015,Male,M,0,65+
Breast,26000,Oregon,41,2016,2016,Female,F,1579,65+
Breast,26000,Oregon,41,2016,2016,Male,M,16,65+
Breast,26000,Oregon,41,2017,2017,Female,F,1590,65+
Breast,26000,Oregon,41,2017,2017,Male,M,25,65+
Breast,26000,Oregon,41,2018,2018,Female,F,1872,65+
Breast,26000,Oregon,41,2018,2018,Male,M,17,65+
Breast,26000,Pennsylvania,42,2014,2014,Female,F,5388,65+
Breast,26000,Pennsylvania,42,2014,2014,Male,M,68,65+
Breast,26000,Pennsylvania,42,2015,2015,Female,F,5378,65+
Breast,26000,Pennsylvania,42,2015,2015,Male,M,65,65+
Breast,26000,Pennsylvania,42,2016,2016,Female,F,5593,65+
Breast,26000,Pennsylvania,42,2016,2016,Male,M,59,65+
Breast,26000,Pennsylvania,42,2017,2017,Female,F,5523,65+
Breast,26000,Pennsylvania,42,2017,2017,Male,M,69,65+
Breast,26000,Pennsylvania,42,2018,2018,Female,F,5631,65+
Breast,26000,Pennsylvania,42,2018,2018,Male,M,65,65+
Breast,26000,Rhode Island,44,2014,2014,Female,F,401,65+
Breast,26000,Rhode Island,44,2014,2014,Male,M,0,65+
Breast,26000,Rhode Island,44,2015,2015,Female,F,457,65+
Breast,26000,Rhode Island,44,2015,2015,Male,M,0,65+
Breast,26000,Rhode Island,44,2016,2016,Female,F,407,65+
Breast,26000,Rhode Island,44,2016,2016,Male,M,0,65+
Breast,26000,Rhode Island,44,2017,2017,Female,F,473,65+
Breast,26000,Rhode Island,44,2017,2017,Male,M,0,65+
Breast,26000,Rhode Island,44,2018,2018,Female,F,503,65+
Breast,26000,Rhode Island,44,2018,2018,Male,M,0,65+
Breast,26000,South Carolina,45,2014,2014,Female,F,1831,65+
Breast,26000,South Carolina,45,2014,2014,Male,M,20,65+
Breast,26000,South Carolina,45,2015,2015,Female,F,2010,65+
Breast,26000,South Carolina,45,2015,2015,Male,M,28,65+
Breast,26000,South Carolina,45,2016,2016,Female,F,2033,65+
Breast,26000,South Carolina,45,2016,2016,Male,M,20,65+
Breast,26000,South Carolina,45,2017,2017,Female,F,2167,65+
Breast,26000,South Carolina,45,2017,2017,Male,M,19,65+
Breast,26000,South Carolina,45,2018,2018,Female,F,2128,65+
Breast,26000,South Carolina,45,2018,2018,Male,M,32,65+
Breast,26000,South Dakota,46,2014,2014,Female,F,291,65+
Breast,26000,South Dakota,46,2014,2014,Male,M,0,65+
Breast,26000,South Dakota,46,2015,2015,Female,F,315,65+
Breast,26000,South Dakota,46,2015,2015,Male,M,0,65+
Breast,26000,South Dakota,46,2016,2016,Female,F,311,65+
Breast,26000,South Dakota,46,2016,2016,Male,M,0,65+
Breast,26000,South Dakota,46,2017,2017,Female,F,340,65+
Breast,26000,South Dakota,46,2017,2017,Male,M,0,65+
Breast,26000,South Dakota,46,2018,2018,Female,F,341,65+
Breast,26000,South Dakota,46,2018,2018,Male,M,0,65+
Breast,26000,Tennessee,47,2014,2014,Female,F,2191,65+
Breast,26000,Tennessee,47,2014,2014,Male,M,33,65+
Breast,26000,Tennessee,47,2015,2015,Female,F,2371,65+
Breast,26000,Tennessee,47,2015,2015,Male,M,31,65+
Breast,26000,Tennessee,47,2016,2016,Female,F,2449,65+
Breast,26000,Tennessee,47,2016,2016,Male,M,27,65+
Breast,26000,Tennessee,47,2017,2017,Female,F,2440,65+
Breast,26000,Tennessee,47,2017,2017,Male,M,29,65+
Breast,26000,Tennessee,47,2018,2018,Female,F,2568,65+
Breast,26000,Tennessee,47,2018,2018,Male,M,24,65+
Breast,26000,Texas,48,2014,2014,Female,F,6577,65+
Breast,26000,Texas,48,2014,2014,Male,M,72,65+
Breast,26000,Texas,48,2015,2015,Female,F,6947,65+
Breast,26000,Texas,48,2015,2015,Male,M,102,65+
Breast,26000,Texas,48,2016,2016,Female,F,7019,65+
Breast,26000,Texas,48,2016,2016,Male,M,103,65+
Breast,26000,Texas,48,2017,2017,Female,F,7446,65+
Breast,26000,Texas,48,2017,2017,Male,M,118,65+
Breast,26000,Texas,48,2018,2018,Female,F,7772,65+
Breast,26000,Texas,48,2018,2018,Male,M,102,65+
Breast,26000,Utah,49,2014,2014,Female,F,653,65+
Breast,26000,Utah,49,2014,2014,Male,M,0,65+
Breast,26000,Utah,49,2015,2015,Female,F,661,65+
Breast,26000,Utah,49,2015,2015,Male,M,0,65+
Breast,26000,Utah,49,2016,2016,Female,F,652,65+
Breast,26000,Utah,49,2016,2016,Male,M,0,65+
Breast,26000,Utah,49,2017,2017,Female,F,710,65+
Breast,26000,Utah,49,2017,2017,Male,M,0,65+
Breast,26000,Utah,49,2018,2018,Female,F,768,65+
Breast,26000,Utah,49,2018,2018,Male,M,0,65+
Breast,26000,Vermont,50,2014,2014,Female,F,271,65+
Breast,26000,Vermont,50,2014,2014,Male,M,0,65+
Breast,26000,Vermont,50,2015,2015,Female,F,262,65+
Breast,26000,Vermont,50,2015,2015,Male,M,0,65+
Breast,26000,Vermont,50,2016,2016,Female,F,286,65+
Breast,26000,Vermont,50,2016,2016,Male,M,0,65+
Breast,26000,Vermont,50,2017,2017,Female,F,281,65+
Breast,26000,Vermont,50,2017,2017,Male,M,0,65+
Breast,26000,Vermont,50,2018,2018,Female,F,283,65+
Breast,26000,Vermont,50,2018,2018,Male,M,0,65+
Breast,26000,Virginia,51,2014,2014,Female,F,2903,65+
Breast,26000,Virginia,51,2014,2014,Male,M,28,65+
Breast,26000,Virginia,51,2015,2015,Female,F,2821,65+
Breast,26000,Virginia,51,2015,2015,Male,M,37,65+
Breast,26000,Virginia,51,2016,2016,Female,F,2947,65+
Breast,26000,Virginia,51,2016,2016,Male,M,31,65+
Breast,26000,Virginia,51,2017,2017,Female,F,2979,65+
Breast,26000,Virginia,51,2017,2017,Male,M,38,65+
Breast,26000,Virginia,51,2018,2018,Female,F,3035,65+
Breast,26000,Virginia,51,2018,2018,Male,M,37,65+
Breast,26000,Washington,53,2014,2014,Female,F,2520,65+
Breast,26000,Washington,53,2014,2014,Male,M,25,65+
Breast,26000,Washington,53,2015,2015,Female,F,2557,65+
Breast,26000,Washington,53,2015,2015,Male,M,25,65+
Breast,26000,Washington,53,2016,2016,Female,F,2712,65+
Breast,26000,Washington,53,2016,2016,Male,M,27,65+
Breast,26000,Washington,53,2017,2017,Female,F,2817,65+
Breast,26000,Washington,53,2017,2017,Male,M,20,65+
Breast,26000,Washington,53,2018,2018,Female,F,2807,65+
Breast,26000,Washington,53,2018,2018,Male,M,26,65+
Breast,26000,West Virginia,54,2014,2014,Female,F,725,65+
Breast,26000,West Virginia,54,2014,2014,Male,M,0,65+
Breast,26000,West Virginia,54,2015,2015,Female,F,752,65+
Breast,26000,West Virginia,54,2015,2015,Male,M,0,65+
Breast,26000,West Virginia,54,2016,2016,Female,F,728,65+
Breast,26000,West Virginia,54,2016,2016,Male,M,0,65+
Breast,26000,West Virginia,54,2017,2017,Female,F,761,65+
Breast,26000,West Virginia,54,2017,2017,Male,M,0,65+
Breast,26000,West Virginia,54,2018,2018,Female,F,812,65+
Breast,26000,West Virginia,54,2018,2018,Male,M,0,65+
Breast,26000,Wisconsin,55,2014,2014,Female,F,2081,65+
Breast,26000,Wisconsin,55,2014,2014,Male,M,39,65+
Breast,26000,Wisconsin,55,2015,2015,Female,F,2212,65+
Breast,26000,Wisconsin,55,2015,2015,Male,M,35,65+
Breast,26000,Wisconsin,55,2016,2016,Female,F,2283,65+
Breast,26000,Wisconsin,55,2016,2016,Male,M,21,65+
Breast,26000,Wisconsin,55,2017,2017,Female,F,2358,65+
Breast,26000,Wisconsin,55,2017,2017,Male,M,37,65+
Breast,26000,Wisconsin,55,2018,2018,Female,F,2382,65+
Breast,26000,Wisconsin,55,2018,2018,Male,M,25,65+
Breast,26000,Wyoming,56,2014,2014,Female,F,191,65+
Breast,26000,Wyoming,56,2014,2014,Male,M,0,65+
Breast,26000,Wyoming,56,2015,2015,Female,F,158,65+
Breast,26000,Wyoming,56,2015,2015,Male,M,0,65+
Breast,26000,Wyoming,56,2016,2016,Female,F,199,65+
Breast,26000,Wyoming,56,2016,2016,Male,M,0,65+
Breast,26000,Wyoming,56,2017,2017,Female,F,172,65+
Breast,26000,Wyoming,56,2017,2017,Male,M,0,65+
Breast,26000,Wyoming,56,2018,2018,Female,F,195,65+
Breast,26000,Wyoming,56,2018,2018,Male,M,0,65+
Lung and Bronchus,22030,Alabama,1,2014,2014,Female,F,1077,65+
Lung and Bronchus,22030,Alabama,1,2014,2014,Male,M,1485,65+
Lung and Bronchus,22030,Alabama,1,2015,2015,Female,F,1081,65+
Lung and Bronchus,22030,Alabama,1,2015,2015,Male,M,1481,65+
Lung and Bronchus,22030,Alabama,1,2016,2016,Female,F,1117,65+
Lung and Bronchus,22030,Alabama,1,2016,2016,Male,M,1508,65+
Lung and Bronchus,22030,Alabama,1,2017,2017,Female,F,1149,65+
Lung and Bronchus,22030,Alabama,1,2017,2017,Male,M,1451,65+
Lung and Bronchus,22030,Alabama,1,2018,2018,Female,F,1158,65+
Lung and Bronchus,22030,Alabama,1,2018,2018,Male,M,1462,65+
Lung and Bronchus,22030,Alaska,2,2014,2014,Female,F,90,65+
Lung and Bronchus,22030,Alaska,2,2014,2014,Male,M,136,65+
Lung and Bronchus,22030,Alaska,2,2015,2015,Female,F,95,65+
Lung and Bronchus,22030,Alaska,2,2015,2015,Male,M,128,65+
Lung and Bronchus,22030,Alaska,2,2016,2016,Female,F,111,65+
Lung and Bronchus,22030,Alaska,2,2016,2016,Male,M,130,65+
Lung and Bronchus,22030,Alaska,2,2017,2017,Female,F,107,65+
Lung and Bronchus,22030,Alaska,2,2017,2017,Male,M,147,65+
Lung and Bronchus,22030,Alaska,2,2018,2018,Female,F,103,65+
Lung and Bronchus,22030,Alaska,2,2018,2018,Male,M,129,65+
Lung and Bronchus,22030,Arizona,4,2014,2014,Female,F,1455,65+
Lung and Bronchus,22030,Arizona,4,2014,2014,Male,M,1576,65+
Lung and Bronchus,22030,Arizona,4,2015,2015,Female,F,1492,65+
Lung and Bronchus,22030,Arizona,4,2015,2015,Male,M,1548,65+
Lung and Bronchus,22030,Arizona,4,2016,2016,Female,F,1479,65+
Lung and Bronchus,22030,Arizona,4,2016,2016,Male,M,1562,65+
Lung and Bronchus,22030,Arizona,4,2017,2017,Female,F,1512,65+
Lung and Bronchus,22030,Arizona,4,2017,2017,Male,M,1534,65+
Lung and Bronchus,22030,Arizona,4,2018,2018,Female,F,1458,65+
Lung and Bronchus,22030,Arizona,4,2018,2018,Male,M,1541,65+
Lung and Bronchus,22030,Arkansas,5,2014,2014,Female,F,871,65+
Lung and Bronchus,22030,Arkansas,5,2014,2014,Male,M,1095,65+
Lung and Bronchus,22030,Arkansas,5,2015,2015,Female,F,830,65+
Lung and Bronchus,22030,Arkansas,5,2015,2015,Male,M,1120,65+
Lung and Bronchus,22030,Arkansas,5,2016,2016,Female,F,873,65+
Lung and Bronchus,22030,Arkansas,5,2016,2016,Male,M,1133,65+
Lung and Bronchus,22030,Arkansas,5,2017,2017,Female,F,850,65+
Lung and Bronchus,22030,Arkansas,5,2017,2017,Male,M,1078,65+
Lung and Bronchus,22030,Arkansas,5,2018,2018,Female,F,903,65+
Lung and Bronchus,22030,Arkansas,5,2018,2018,Male,M,1118,65+
Lung and Bronchus,22030,California,6,2014,2014,Female,F,6388,65+
Lung and Bronchus,22030,California,6,2014,2014,Male,M,6264,65+
Lung and Bronchus,22030,California,6,2015,2015,Female,F,6448,65+
Lung and Bronchus,22030,California,6,2015,2015,Male,M,6498,65+
Lung and Bronchus,22030,California,6,2016,2016,Female,F,6384,65+
Lung and Bronchus,22030,California,6,2016,2016,Male,M,6336,65+
Lung and Bronchus,22030,California,6,2017,2017,Female,F,6469,65+
Lung and Bronchus,22030,California,6,2017,2017,Male,M,6303,65+
Lung and Bronchus,22030,California,6,2018,2018,Female,F,6297,65+
Lung and Bronchus,22030,California,6,2018,2018,Male,M,6043,65+
Lung and Bronchus,22030,Colorado,8,2014,2014,Female,F,838,65+
Lung and Bronchus,22030,Colorado,8,2014,2014,Male,M,816,65+
Lung and Bronchus,22030,Colorado,8,2015,2015,Female,F,841,65+
Lung and Bronchus,22030,Colorado,8,2015,2015,Male,M,810,65+
Lung and Bronchus,22030,Colorado,8,2016,2016,Female,F,878,65+
Lung and Bronchus,22030,Colorado,8,2016,2016,Male,M,850,65+
Lung and Bronchus,22030,Colorado,8,2017,2017,Female,F,921,65+
Lung and Bronchus,22030,Colorado,8,2017,2017,Male,M,864,65+
Lung and Bronchus,22030,Colorado,8,2018,2018,Female,F,895,65+
Lung and Bronchus,22030,Colorado,8,2018,2018,Male,M,838,65+
Lung and Bronchus,22030,Connecticut,9,2014,2014,Female,F,993,65+
Lung and Bronchus,22030,Connecticut,9,2014,2014,Male,M,940,65+
Lung and Bronchus,22030,Connecticut,9,2015,2015,Female,F,982,65+
Lung and Bronchus,22030,Connecticut,9,2015,2015,Male,M,894,65+
Lung and Bronchus,22030,Connecticut,9,2016,2016,Female,F,1022,65+
Lung and Bronchus,22030,Connecticut,9,2016,2016,Male,M,944,65+
Lung and Bronchus,22030,Connecticut,9,2017,2017,Female,F,1070,65+
Lung and Bronchus,22030,Connecticut,9,2017,2017,Male,M,992,65+
Lung and Bronchus,22030,Connecticut,9,2018,2018,Female,F,984,65+
Lung and Bronchus,22030,Connecticut,9,2018,2018,Male,M,863,65+
Lung and Bronchus,22030,Delaware,10,2014,2014,Female,F,287,65+
Lung and Bronchus,22030,Delaware,10,2014,2014,Male,M,286,65+
Lung and Bronchus,22030,Delaware,10,2015,2015,Female,F,291,65+
Lung and Bronchus,22030,Delaware,10,2015,2015,Male,M,350,65+
Lung and Bronchus,22030,Delaware,10,2016,2016,Female,F,303,65+
Lung and Bronchus,22030,Delaware,10,2016,2016,Male,M,325,65+
Lung and Bronchus,22030,Delaware,10,2017,2017,Female,F,302,65+
Lung and Bronchus,22030,Delaware,10,2017,2017,Male,M,271,65+
Lung and Bronchus,22030,Delaware,10,2018,2018,Female,F,297,65+
Lung and Bronchus,22030,Delaware,10,2018,2018,Male,M,265,65+
Lung and Bronchus,22030,District of Columbia,11,2014,2014,Female,F,105,65+
Lung and Bronchus,22030,District of Columbia,11,2014,2014,Male,M,90,65+
Lung and Bronchus,22030,District of Columbia,11,2015,2015,Female,F,92,65+
Lung and Bronchus,22030,District of Columbia,11,2015,2015,Male,M,82,65+
Lung and Bronchus,22030,District of Columbia,11,2016,2016,Female,F,86,65+
Lung and Bronchus,22030,District of Columbia,11,2016,2016,Male,M,69,65+
Lung and Bronchus,22030,District of Columbia,11,2017,2017,Female,F,107,65+
Lung and Bronchus,22030,District of Columbia,11,2017,2017,Male,M,97,65+
Lung and Bronchus,22030,District of Columbia,11,2018,2018,Female,F,105,65+
Lung and Bronchus,22030,District of Columbia,11,2018,2018,Male,M,98,65+
Lung and Bronchus,22030,Florida,12,2014,2014,Female,F,5659,65+
Lung and Bronchus,22030,Florida,12,2014,2014,Male,M,6473,65+
Lung and Bronchus,22030,Florida,12,2015,2015,Female,F,5829,65+
Lung and Bronchus,22030,Florida,12,2015,2015,Male,M,6383,65+
Lung and Bronchus,22030,Florida,12,2016,2016,Female,F,5882,65+
Lung and Bronchus,22030,Florida,12,2016,2016,Male,M,6699,65+
Lung and Bronchus,22030,Florida,12,2017,2017,Female,F,6222,65+
Lung and Bronchus,22030,Florida,12,2017,2017,Male,M,6592,65+
Lung and Bronchus,22030,Florida,12,2018,2018,Female,F,6124,65+
Lung and Bronchus,22030,Florida,12,2018,2018,Male,M,6708,65+
Lung and Bronchus,22030,Georgia,13,2014,2014,Female,F,1950,65+
Lung and Bronchus,22030,Georgia,13,2014,2014,Male,M,2479,65+
Lung and Bronchus,22030,Georgia,13,2015,2015,Female,F,1991,65+
Lung and Bronchus,22030,Georgia,13,2015,2015,Male,M,2412,65+
Lung and Bronchus,22030,Georgia,13,2016,2016,Female,F,2106,65+
Lung and Bronchus,22030,Georgia,13,2016,2016,Male,M,2572,65+
Lung and Bronchus,22030,Georgia,13,2017,2017,Female,F,2148,65+
Lung and Bronchus,22030,Georgia,13,2017,2017,Male,M,2602,65+
Lung and Bronchus,22030,Georgia,13,2018,2018,Female,F,2132,65+
Lung and Bronchus,22030,Georgia,13,2018,2018,Male,M,2417,65+
Lung and Bronchus,22030,Hawaii,15,2014,2014,Female,F,260,65+
Lung and Bronchus,22030,Hawaii,15,2014,2014,Male,M,308,65+
Lung and Bronchus,22030,Hawaii,15,2015,2015,Female,F,253,65+
Lung and Bronchus,22030,Hawaii,15,2015,2015,Male,M,342,65+
Lung and Bronchus,22030,Hawaii,15,2016,2016,Female,F,241,65+
Lung and Bronchus,22030,Hawaii,15,2016,2016,Male,M,379,65+
Lung and Bronchus,22030,Hawaii,15,2017,2017,Female,F,292,65+
Lung and Bronchus,22030,Hawaii,15,2017,2017,Male,M,357,65+
Lung and Bronchus,22030,Hawaii,15,2018,2018,Female,F,282,65+
Lung and Bronchus,22030,Hawaii,15,2018,2018,Male,M,335,65+
Lung and Bronchus,22030,Idaho,16,2014,2014,Female,F,313,65+
Lung and Bronchus,22030,Idaho,16,2014,2014,Male,M,380,65+
Lung and Bronchus,22030,Idaho,16,2015,2015,Female,F,329,65+
Lung and Bronchus,22030,Idaho,16,2015,2015,Male,M,395,65+
Lung and Bronchus,22030,Idaho,16,2016,2016,Female,F,342,65+
Lung and Bronchus,22030,Idaho,16,2016,2016,Male,M,367,65+
Lung and Bronchus,22030,Idaho,16,2017,2017,Female,F,380,65+
Lung and Bronchus,22030,Idaho,16,2017,2017,Male,M,393,65+
Lung and Bronchus,22030,Idaho,16,2018,2018,Female,F,351,65+
Lung and Bronchus,22030,Idaho,16,2018,2018,Male,M,378,65+
Lung and Bronchus,22030,Illinois,17,2014,2014,Female,F,3332,65+
Lung and Bronchus,22030,Illinois,17,2014,2014,Male,M,3351,65+
Lung and Bronchus,22030,Illinois,17,2015,2015,Female,F,3255,65+
Lung and Bronchus,22030,Illinois,17,2015,2015,Male,M,3388,65+
Lung and Bronchus,22030,Illinois,17,2016,2016,Female,F,3361,65+
Lung and Bronchus,22030,Illinois,17,2016,2016,Male,M,3361,65+
Lung and Bronchus,22030,Illinois,17,2017,2017,Female,F,3317,65+
Lung and Bronchus,22030,Illinois,17,2017,2017,Male,M,3433,65+
Lung and Bronchus,22030,Illinois,17,2018,2018,Female,F,3417,65+
Lung and Bronchus,22030,Illinois,17,2018,2018,Male,M,3240,65+
Lung and Bronchus,22030,Indiana,18,2014,2014,Female,F,1739,65+
Lung and Bronchus,22030,Indiana,18,2014,2014,Male,M,1989,65+
Lung and Bronchus,22030,Indiana,18,2015,2015,Female,F,1780,65+
Lung and Bronchus,22030,Indiana,18,2015,2015,Male,M,2108,65+
Lung and Bronchus,22030,Indiana,18,2016,2016,Female,F,1804,65+
Lung and Bronchus,22030,Indiana,18,2016,2016,Male,M,2049,65+
Lung and Bronchus,22030,Indiana,18,2017,2017,Female,F,1785,65+
Lung and Bronchus,22030,Indiana,18,2017,2017,Male,M,2018,65+
Lung and Bronchus,22030,Indiana,18,2018,2018,Female,F,1647,65+
Lung and Bronchus,22030,Indiana,18,2018,2018,Male,M,1666,65+
Lung and Bronchus,22030,Iowa,19,2014,2014,Female,F,845,65+
Lung and Bronchus,22030,Iowa,19,2014,2014,Male,M,952,65+
Lung and Bronchus,22030,Iowa,19,2015,2015,Female,F,800,65+
Lung and Bronchus,22030,Iowa,19,2015,2015,Male,M,960,65+
Lung and Bronchus,22030,Iowa,19,2016,2016,Female,F,802,65+
Lung and Bronchus,22030,Iowa,19,2016,2016,Male,M,905,65+
Lung and Bronchus,22030,Iowa,19,2017,2017,Female,F,848,65+
Lung and Bronchus,22030,Iowa,19,2017,2017,Male,M,976,65+
Lung and Bronchus,22030,Iowa,19,2018,2018,Female,F,800,65+
Lung and Bronchus,22030,Iowa,19,2018,2018,Male,M,900,65+
Lung and Bronchus,22030,Kansas,20,2014,2014,Female,F,623,65+
Lung and Bronchus,22030,Kansas,20,2014,2014,Male,M,699,65+
Lung and Bronchus,22030,Kansas,20,2015,2015,Female,F,696,65+
Lung and Bronchus,22030,Kansas,20,2015,2015,Male,M,712,65+
Lung and Bronchus,22030,Kansas,20,2016,2016,Female,F,618,65+
Lung and Bronchus,22030,Kansas,20,2016,2016,Male,M,668,65+
Lung and Bronchus,22030,Kansas,20,2017,2017,Female,F,589,65+
Lung and Bronchus,22030,Kansas,20,2017,2017,Male,M,735,65+
Lung and Bronchus,22030,Kansas,20,2018,2018,Female,F,665,65+
Lung and Bronchus,22030,Kansas,20,2018,2018,Male,M,653,65+
Lung and Bronchus,22030,Kentucky,21,2014,2014,Female,F,1444,65+
Lung and Bronchus,22030,Kentucky,21,2014,2014,Male,M,1748,65+
Lung and Bronchus,22030,Kentucky,21,2015,2015,Female,F,1500,65+
Lung and Bronchus,22030,Kentucky,21,2015,2015,Male,M,1681,65+
Lung and Bronchus,22030,Kentucky,21,2016,2016,Female,F,1442,65+
Lung and Bronchus,22030,Kentucky,21,2016,2016,Male,M,1727,65+
Lung and Bronchus,22030,Kentucky,21,2017,2017,Female,F,1524,65+
Lung and Bronchus,22030,Kentucky,21,2017,2017,Male,M,1745,65+
Lung and Bronchus,22030,Kentucky,21,2018,2018,Female,F,1520,65+
Lung and Bronchus,22030,Kentucky,21,2018,2018,Male,M,1603,65+
Lung and Bronchus,22030,Louisiana,22,2014,2014,Female,F,999,65+
Lung and Bronchus,22030,Louisiana,22,2014,2014,Male,M,1291,65+
Lung and Bronchus,22030,Louisiana,22,2015,2015,Female,F,1007,65+
Lung and Bronchus,22030,Louisiana,22,2015,2015,Male,M,1245,65+
Lung and Bronchus,22030,Louisiana,22,2016,2016,Female,F,1057,65+
Lung and Bronchus,22030,Louisiana,22,2016,2016,Male,M,1248,65+
Lung and Bronchus,22030,Louisiana,22,2017,2017,Female,F,1015,65+
Lung and Bronchus,22030,Louisiana,22,2017,2017,Male,M,1302,65+
Lung and Bronchus,22030,Louisiana,22,2018,2018,Female,F,988,65+
Lung and Bronchus,22030,Louisiana,22,2018,2018,Male,M,1278,65+
Lung and Bronchus,22030,Maine,23,2014,2014,Female,F,458,65+
Lung and Bronchus,22030,Maine,23,2014,2014,Male,M,459,65+
Lung and Bronchus,22030,Maine,23,2015,2015,Female,F,492,65+
Lung and Bronchus,22030,Maine,23,2015,2015,Male,M,461,65+
Lung and Bronchus,22030,Maine,23,2016,2016,Female,F,471,65+
Lung and Bronchus,22030,Maine,23,2016,2016,Male,M,527,65+
Lung and Bronchus,22030,Maine,23,2017,2017,Female,F,510,65+
Lung and Bronchus,22030,Maine,23,2017,2017,Male,M,471,65+
Lung and Bronchus,22030,Maine,23,2018,2018,Female,F,494,65+
Lung and Bronchus,22030,Maine,23,2018,2018,Male,M,493,65+
Lung and Bronchus,22030,Maryland,24,2014,2014,Female,F,1331,65+
Lung and Bronchus,22030,Maryland,24,2014,2014,Male,M,1257,65+
Lung and Bronchus,22030,Maryland,24,2015,2015,Female,F,1402,65+
Lung and Bronchus,22030,Maryland,24,2015,2015,Male,M,1341,65+
Lung and Bronchus,22030,Maryland,24,2016,2016,Female,F,1420,65+
Lung and Bronchus,22030,Maryland,24,2016,2016,Male,M,1330,65+
Lung and Bronchus,22030,Maryland,24,2017,2017,Female,F,1433,65+
Lung and Bronchus,22030,Maryland,24,2017,2017,Male,M,1338,65+
Lung and Bronchus,22030,Maryland,24,2018,2018,Female,F,1374,65+
Lung and Bronchus,22030,Maryland,24,2018,2018,Male,M,1271,65+
Lung and Bronchus,22030,Massachusetts,25,2014,2014,Female,F,1875,65+
Lung and Bronchus,22030,Massachusetts,25,2014,2014,Male,M,1734,65+
Lung and Bronchus,22030,Massachusetts,25,2015,2015,Female,F,1984,65+
Lung and Bronchus,22030,Massachusetts,25,2015,2015,Male,M,1705,65+
Lung and Bronchus,22030,Massachusetts,25,2016,2016,Female,F,2035,65+
Lung and Bronchus,22030,Massachusetts,25,2016,2016,Male,M,1718,65+
Lung and Bronchus,22030,Massachusetts,25,2017,2017,Female,F,2068,65+
Lung and Bronchus,22030,Massachusetts,25,2017,2017,Male,M,1784,65+
Lung and Bronchus,22030,Massachusetts,25,2018,2018,Female,F,1807,65+
Lung and Bronchus,22030,Massachusetts,25,2018,2018,Male,M,1601,65+
Lung and Bronchus,22030,Michigan,26,2014,2014,Female,F,2618,65+
Lung and Bronchus,22030,Michigan,26,2014,2014,Male,M,2780,65+
Lung and Bronchus,22030,Michigan,26,2015,2015,Female,F,2697,65+
Lung and Bronchus,22030,Michigan,26,2015,2015,Male,M,2763,65+
Lung and Bronchus,22030,Michigan,26,2016,2016,Female,F,2596,65+
Lung and Bronchus,22030,Michigan,26,2016,2016,Male,M,2868,65+
Lung and Bronchus,22030,Michigan,26,2017,2017,Female,F,2735,65+
Lung and Bronchus,22030,Michigan,26,2017,2017,Male,M,2800,65+
Lung and Bronchus,22030,Michigan,26,2018,2018,Female,F,2764,65+
